ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV150,M_POV150,E_UNEMP,M_UNEMP,E_HBURD,M_HBURD,E_NOHSDP,M_NOHSDP,E_UNINSUR,M_UNINSUR,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_LIMENG,M_LIMENG,E_MINRTY,M_MINRTY,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV150,MP_POV150,EP_UNEMP,MP_UNEMP,EP_HBURD,MP_HBURD,EP_NOHSDP,MP_NOHSDP,EP_UNINSUR,MP_UNINSUR,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_LIMENG,MP_LIMENG,EP_MINRTY,MP_MINRTY,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV150,EPL_UNEMP,EPL_HBURD,EPL_NOHSDP,EPL_UNINSUR,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,EPL_LIMENG,SPL_THEME2,RPL_THEME2,EPL_MINRTY,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV150,F_UNEMP,F_HBURD,F_NOHSDP,F_UNINSUR,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_LIMENG,F_THEME2,F_MINRTY,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_DAYPOP,E_NOINT,M_NOINT,E_AFAM,M_AFAM,E_HISP,M_HISP,E_ASIAN,M_ASIAN,E_AIAN,M_AIAN,E_NHPI,M_NHPI,E_TWOMORE,M_TWOMORE,E_OTHERRACE,M_OTHERRACE,EP_NOINT,MP_NOINT,EP_AFAM,MP_AFAM,EP_HISP,MP_HISP,EP_ASIAN,MP_ASIAN,EP_AIAN,MP_AIAN,EP_NHPI,MP_NHPI,EP_TWOMORE,MP_TWOMORE,EP_OTHERRACE,MP_OTHERRACE
36,New York,NY,36103,Suffolk County,36103147502,"Census Tract 1475.02; Suffolk County; New York",1.655159814292,5559,369,1944,212,1944,212,197,192,53,51,220,196,122,79,104,94,1214,312,1071,116,317,135,30,51,16,78,552,553,0,26,0,19,0,26,0,19,120,4,3.6,3.5,1.9,1.8,11.3,10,3,1.9,1.9,1.7,21.8,5.4,19.3,2,5.8,2.4,1.5,2.6,0.3,1.5,9.9,9.9,0,1.3,0,2,0,1.3,0,2,2.2,0.2,0.04,0.1139,0.0448,0.1116,0.2138,0.5241,0.0226,0.7652,0.4422,0.0877,0.1701,0.1722,1.6374,0.0958,0.1686,0.1686,0.1686,0,0,0,0,0.7633,0.7633,0.0416,3.0934,0.0074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4043,0,19,49,51,337,211,119,133,0,19,0,19,47,50,0,19,0,2,0.9,0.9,6.1,3.7,2.1,2.4,0,0.7,0,0.7,0.8,0.9,0,0.7
36,New York,NY,36103,Suffolk County,36103147503,"Census Tract 1475.03; Suffolk County; New York",4.097898982428,1992,344,921,157,823,166,150,99,40,37,214,111,39,55,19,24,468,137,272,74,165,83,51,42,0,52,238,465,180,96,0,13,0,18,17,17,0,13,7.5,4.8,3.2,2.7,26,12.4,2.6,3.5,1,1.2,23.5,6.1,13.7,3.5,8.3,4.2,6.2,4.9,0,2.7,11.9,23.3,19.5,9.9,0,4.2,0,2.2,2.1,2.2,0,0.7,0.1603,0.2495,0.4686,0.0908,0.0998,1.069,0.1167,0.8254,0.1471,0.2501,0.6366,0,1.8592,0.1638,0.1988,0.1988,0.1988,0.6454,0,0,0.1005,0,0.7459,0.0397,3.8729,0.0371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2112,68,82,0,13,181,147,38,59,0,13,0,13,19,31,0,13,8.3,9.2,0,2,9.1,6.9,1.9,2.9,0,2,0,2,1,1.5,0,2
36,New York,NY,36103,Suffolk County,36103147504,"Census Tract 1475.04; Suffolk County; New York",0.884599836608,999,271,476,72,427,89,48,53,30,46,77,69,14,34,15,31,255,104,217,88,134,85,0,18,21,60,323,348,0,18,0,13,0,18,25,36,5,1,4.8,5.1,5.5,8.7,18,15.7,1.9,4.2,1.5,3.2,25.5,10.3,21.7,6,13.4,7.7,0,4.2,2.1,6,32.3,33.7,0,3.8,0,8.1,0,4.2,5.9,8.8,0.5,0.2,0.0715,0.5166,0.2035,0.0568,0.1581,1.0065,0.1009,0.881,0.6081,0.6374,0,0.4631,2.5896,0.5737,0.4558,0.4558,0.4558,0,0,0,0.2904,0.4814,0.7718,0.0424,4.8237,0.1051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1207,25,36,115,189,208,152,0,13,0,13,0,13,0,13,0,13,5.9,8.8,11.5,18.2,20.8,13.9,0,3.9,0,3.9,0,3.9,0,3.9,0,3.9
36,New York,NY,36103,Suffolk County,36103147505,"Census Tract 1475.05; Suffolk County; New York",1.411322115518,7018,1104,2462,273,2392,290,829,656,104,69,538,268,431,240,160,144,1091,252,1505,463,915,311,88,76,26,83,1725,1354,414,219,0,19,0,26,304,188,8,6,11.9,9.2,2.9,1.9,22.5,10.9,8.8,4.9,2.3,2.1,15.5,4.2,21.4,4.4,13,4.8,3.7,3.1,0.4,1.3,24.6,18.9,16.8,8.7,0,1.6,0,1.1,12.7,7.6,0.1,0.1,0.308,0.2149,0.3546,0.4458,0.2664,1.5897,0.2481,0.4198,0.5895,0.6143,0.42,0.202,2.2456,0.3548,0.3711,0.3711,0.3711,0.6211,0,0,0.4709,0.2617,1.3537,0.1705,5.5601,0.1935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4267,295,178,322,311,1382,1019,21,38,0,19,0,19,0,19,0,19,12.3,7.2,4.6,4.4,19.7,12.3,0.3,0.5,0,0.6,0,0.6,0,0.6,0,0.6
36,New York,NY,36103,Suffolk County,36103147601,"Census Tract 1476.01; Suffolk County; New York",1.106451343094,2491,621,931,159,856,151,136,113,4,7,113,52,27,23,12,12,404,106,362,97,228,83,19,24,0,52,453,824,0,18,0,13,0,18,14,22,22,3,5.5,4.4,0.2,0.4,13.2,5.6,1.5,1.3,0.5,0.6,16.2,3.8,14.5,4.9,9.2,4.4,2.2,2.8,0,2.1,18.2,32.8,0,1.9,0,4.2,0,2.1,1.6,2.6,0.9,0.3,0.0918,0.021,0.076,0.0413,0.0437,0.2738,0.0055,0.4603,0.1754,0.3161,0.2469,0,1.1987,0.0333,0.291,0.291,0.291,0,0,0,0.0739,0.6108,0.6847,0.0333,2.4482,0.0017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1336,44,34,311,389,131,95,11,9,0,13,0,13,0,13,0,13,5.1,4,12.5,14.2,5.3,4.1,0.4,0.4,0,1.6,0,1.6,0,1.6,0,1.6
36,New York,NY,36103,Suffolk County,36103147602,"Census Tract 1476.02; Suffolk County; New York",2.190087919008,4960,561,2095,164,1978,215,722,443,211,150,619,194,120,64,104,94,1388,272,732,126,606,157,0,18,27,54,548,796,362,150,0,13,10,20,164,115,33,3,14.6,8.8,7.5,5.4,31.3,9.2,3,1.6,2.1,1.9,28,4.1,14.8,2.4,12.3,3.4,0,0.9,0.6,1.1,11,16,17.3,7,0,1.9,0.5,1,8.3,5.6,0.7,0.1,0.4094,0.6932,0.6097,0.1116,0.2431,2.067,0.391,0.9268,0.1871,0.5704,0,0.2529,1.9372,0.1912,0.1876,0.1876,0.1876,0.6271,0,0.2248,0.3732,0.5602,1.7853,0.3212,5.9771,0.2541,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4986,229,85,168,199,229,173,68,78,0,13,0,13,83,120,0,13,11.6,4.4,3.4,4,4.6,3.4,1.4,1.6,0,0.8,0,0.8,1.7,2.4,0,0.8
36,New York,NY,36103,Suffolk County,36103147701,"Census Tract 1477.01; Suffolk County; New York",1.368765953078,3455,511,1196,138,1149,145,138,85,63,54,196,97,151,58,3,7,651,180,562,148,387,121,31,39,4,51,342,729,62,41,0,13,6,17,26,22,214,5,4.3,2.5,3.1,2.8,17.1,8.2,5.8,2.3,0.1,0.2,18.8,5.4,16.3,3.8,11.9,4,2.7,3.4,0.1,1.6,9.9,21,5.2,3.4,0,3.3,0.5,1.5,2.3,1.9,6.2,0.9,0.0556,0.2374,0.1756,0.2852,0.0202,0.774,0.0517,0.6117,0.2506,0.5387,0.3084,0.1282,1.8376,0.156,0.1686,0.1686,0.1686,0.4304,0,0.2248,0.1138,0.8948,1.6638,0.2725,4.444,0.0677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3255,49,51,34,31,39,28,151,173,0,13,0,13,114,85,4,10,4.3,4.4,1,0.9,1.1,0.9,4.4,5,0,1.1,0,1.1,3.3,2.4,0.1,0.3
36,New York,NY,36103,Suffolk County,36103147702,"Census Tract 1477.02; Suffolk County; New York",1.886765029502,4946,517,2036,229,1736,238,378,169,102,75,257,104,115,84,86,88,821,167,907,162,364,134,57,52,0,52,273,745,51,41,0,13,0,18,21,24,104,5,7.6,3.3,3.8,2.8,14.8,5.6,3.2,2.4,1.7,1.8,16.6,3.5,18.3,2.9,7.4,2.7,3.3,3,0,1.1,5.5,15.1,2.5,2,0,1.9,0,1,1.2,1.5,2.1,0.2,0.1639,0.3221,0.1083,0.1233,0.1876,0.9052,0.0787,0.4837,0.3683,0.1826,0.3774,0,1.412,0.0532,0.069,0.069,0.069,0.3294,0,0,0.0542,0.7535,1.1371,0.1121,3.5233,0.0194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4092,85,47,48,49,34,31,106,70,0,13,0,13,59,52,26,30,4.9,2.8,1,1,0.7,0.6,2.1,1.5,0,0.8,0,0.8,1.2,1.1,0.5,0.6
36,New York,NY,36103,Suffolk County,36103147802,"Census Tract 1478.02; Suffolk County; New York",1.25262878809,3672,358,1488,173,1359,158,150,104,12,18,248,111,129,78,138,109,881,236,734,150,395,180,38,45,24,61,342,479,87,56,0,13,10,20,50,40,88,6,4.2,2.9,0.7,1.1,18.2,7.9,4.7,2.8,3.8,3.1,24,5.1,20,3.6,11,4.5,2.8,3.3,0.7,1.7,9.3,13,5.9,3.7,0,2.6,0.7,1.5,3.7,2.9,2.4,0.3,0.0533,0.0323,0.2102,0.2122,0.4708,0.9788,0.0945,0.8405,0.4956,0.4723,0.32,0.2753,2.4037,0.4477,0.1565,0.1565,0.1565,0.4484,0,0.2583,0.1861,0.7747,1.6675,0.2744,5.2065,0.1479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5184,82,66,36,48,257,160,1,2,0,13,0,13,48,64,0,13,6,4.8,1,1.3,7,4.1,0,0.1,0,1.1,0,1.1,1.3,1.7,0,1.1
36,New York,NY,36103,Suffolk County,36103147803,"Census Tract 1478.03; Suffolk County; New York",0.767089692908,3050,342,1476,205,1468,206,236,90,53,36,359,115,107,45,9,15,811,89,526,120,359,89,45,36,14,51,286,480,371,203,0,13,22,39,143,61,18,3,7.7,2.8,3.3,2.2,24.5,7,4.4,1.9,0.3,0.5,26.6,4.1,17.2,3,11.8,3,3.1,2.4,0.5,1.7,9.4,15.7,25.1,13.3,0,2.7,1.5,2.6,9.7,4.4,0.6,0.1,0.1669,0.2625,0.4228,0.1965,0.0295,1.0782,0.1184,0.9031,0.2996,0.5307,0.3548,0.231,2.3192,0.3966,0.158,0.158,0.158,0.6907,0,0.3833,0.4082,0.5252,2.0074,0.4177,5.5628,0.1939,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2570,238,88,26,34,187,125,42,50,0,13,0,13,31,42,0,13,16.2,6.3,0.9,1.1,6.1,3.9,1.4,1.7,0,1.3,0,1.3,1,1.4,0,1.3
36,New York,NY,36103,Suffolk County,36103147804,"Census Tract 1478.04; Suffolk County; New York",1.92422618995,5968,941,1927,210,1856,216,462,251,31,43,338,109,117,60,114,66,883,95,1700,551,531,180,100,64,0,76,663,1343,24,33,10,15,21,29,113,60,139,5,7.9,4.1,1,1.5,18.2,5.5,3.1,1.6,1.9,1.1,14.8,2.5,28.5,5.1,9.1,3.2,5.3,3.4,0,1.3,11.1,22.4,1.2,1.7,0.5,0.8,1.1,1.6,6.1,3.4,2.3,0.4,0.1745,0.0452,0.2102,0.1174,0.2138,0.7611,0.0492,0.382,0.9051,0.3084,0.5697,0,2.1652,0.306,0.1886,0.1886,0.1886,0.2584,0.714,0.3246,0.2967,0.7694,2.3631,0.5754,5.478,0.1825,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,3499,153,67,12,9,415,216,37,42,0,19,0,19,165,131,34,54,8.2,3.8,0.2,0.2,7,3.6,0.6,0.7,0,0.7,0,0.7,2.8,2.3,0.6,0.9
36,New York,NY,36103,Suffolk County,36103147901,"Census Tract 1479.01; Suffolk County; New York",1.69578508063,4382,390,1784,128,1741,137,379,194,60,47,419,115,108,58,94,62,783,120,738,138,579,159,126,70,46,67,700,597,408,125,0,13,15,23,187,94,3,2,8.6,4.4,2.4,1.8,24.1,6.3,3.4,1.9,2.1,1.4,17.9,3.2,16.8,2.8,13.2,3.7,7.2,4,1.1,1.6,16,13.5,22.9,6.8,0,2.2,0.9,1.3,10.7,5.3,0.1,0,0.2003,0.1615,0.4101,0.1353,0.2431,1.1503,0.1367,0.5582,0.2748,0.6253,0.699,0.3424,2.4997,0.5112,0.2653,0.2653,0.2653,0.6731,0,0.2968,0.4284,0.2617,1.66,0.2714,5.5753,0.1956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3866,120,76,117,93,387,195,140,97,0,13,0,13,56,53,0,13,6.9,4.3,2.7,2.1,8.8,4.4,3.2,2.3,0,0.9,0,0.9,1.3,1.2,0,0.9
36,New York,NY,36103,Suffolk County,36103147902,"Census Tract 1479.02; Suffolk County; New York",2.039868372174,4536,648,1646,219,1608,237,352,185,34,39,308,158,39,27,30,44,732,183,919,236,276,95,163,173,8,52,604,907,0,18,0,13,41,37,31,28,45,3,7.8,3.9,1.4,1.6,19.2,9.4,1.2,0.9,0.7,1,16.1,4,20.3,3.2,6.1,2.1,10.2,10.7,0.2,1.2,13.3,19.9,0,1.1,0,2.4,2.6,2.3,1.9,1.7,1,0.2,0.1707,0.0728,0.245,0.0325,0.0637,0.5847,0.0274,0.4545,0.5199,0.104,0.8238,0.1461,2.0483,0.2427,0.2193,0.2193,0.2193,0,0,0.4945,0.0908,0.6323,1.2176,0.1325,4.0699,0.0443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3211,220,147,19,29,312,211,0,13,8,13,0,13,152,118,113,141,13.7,8.2,0.4,0.6,6.9,4.7,0,0.9,0.2,0.3,0,0.9,3.4,2.6,2.5,3
36,New York,NY,36103,Suffolk County,36103158001,"Census Tract 1580.01; Suffolk County; New York",3.888607374002,3657,319,1482,111,1341,108,292,169,112,55,186,65,45,25,71,50,756,115,852,152,255,59,67,26,17,48,562,444,13,21,0,13,0,18,29,21,20,3,8,4.6,5.9,3,13.9,4.7,1.8,1,1.9,1.4,20.7,2.6,23.3,2.9,7,1.7,5,1.9,0.5,1.4,15.4,12.1,0.9,1.4,0,2.7,0,1.3,2.2,1.5,0.5,0.1,0.1785,0.5584,0.0895,0.0538,0.2138,1.094,0.123,0.716,0.7,0.1543,0.5439,0.231,2.3452,0.4088,0.2546,0.2546,0.2546,0.2347,0,0,0.107,0.4814,0.8231,0.0502,4.5169,0.076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1427,29,18,13,15,168,117,222,81,0,13,0,13,130,54,29,36,2.2,1.4,0.4,0.4,4.6,3.1,6.1,2.2,0,1.1,0,1.1,3.6,1.5,0.8,1
36,New York,NY,36103,Suffolk County,36103158009,"Census Tract 1580.09; Suffolk County; New York",0.931402348844,2259,228,838,47,763,68,275,114,21,20,121,55,40,26,59,53,359,61,501,92,174,64,0,18,4,50,385,324,0,18,0,13,0,18,35,32,12,2,12.3,4.9,1.8,1.7,15.9,7.1,2.5,1.7,2.6,2.2,15.9,2.8,22.2,3,7.7,2.6,0,2.4,0.2,2.3,17,14.2,0,2.1,0,4.7,0,2.4,4.6,4,0.5,0.1,0.3237,0.1042,0.1355,0.0857,0.3135,0.9626,0.0905,0.4437,0.6372,0.2048,0,0.1461,1.4318,0.0566,0.2763,0.2763,0.2763,0,0,0,0.2328,0.4814,0.7142,0.0357,3.3849,0.0162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2706,44,38,3,5,49,52,310,142,0,13,0,13,14,17,9,14,5.8,4.7,0.1,0.2,2.2,2.3,13.7,6,0,1.8,0,1.8,0.6,0.8,0.4,0.6
36,New York,NY,36103,Suffolk County,36103158010,"Census Tract 1580.10; Suffolk County; New York",1.783884676684,3454,314,1058,64,1042,65,145,114,125,127,60,45,10,15,14,17,536,60,842,151,138,59,26,29,43,61,769,441,16,29,0,13,20,28,8,11,0,13,4.2,3.3,6.5,6.4,5.8,4.3,0.4,0.7,0.4,0.5,15.5,1.9,24.4,2.7,4,1.6,2.5,2.8,1.3,1.8,22.3,12.6,1.5,2.7,0,3.7,1.9,2.7,0.8,1,0,0.4,0.0533,0.6166,0.0059,0.013,0.0359,0.7247,0.0452,0.4198,0.7647,0.0325,0.2868,0.3724,1.8762,0.1701,0.3423,0.3423,0.3423,0.2776,0,0.4255,0.0352,0,0.7383,0.0376,3.6815,0.0262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2910,28,28,130,114,243,156,227,100,0,13,0,13,154,115,15,21,2.7,2.7,3.8,3.1,7,4.5,6.6,3,0,1.1,0,1.1,4.5,3.2,0.4,0.6
36,New York,NY,36103,Suffolk County,36103158011,"Census Tract 1580.11; Suffolk County; New York",2.65854972273,4308,466,1854,181,1705,208,351,139,92,66,317,106,92,54,36,35,876,119,817,165,413,139,63,42,11,51,1151,655,277,129,123,181,31,45,189,188,17,2,8.3,3.1,3.9,2.8,18.6,5.8,2.9,1.8,0.8,0.8,20.3,3.2,19,3.4,9.6,3.4,3.7,2.4,0.3,1.2,26.7,14.9,14.9,6.8,6.6,9.3,1.8,2.6,11.1,10.1,0.4,0,0.1891,0.3338,0.2244,0.107,0.0758,0.9301,0.0829,0.6928,0.4196,0.356,0.42,0.1722,2.0606,0.2495,0.393,0.393,0.393,0.6034,0.8896,0.4151,0.4373,0.4313,2.7767,0.7602,6.1604,0.2806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6748,49,34,123,113,433,239,438,137,13,23,0,13,144,117,0,13,2.9,2,2.9,2.7,10.1,5.4,10.2,3.2,0.3,0.5,0,0.9,3.3,2.7,0,0.9
36,New York,NY,36103,Suffolk County,36103158012,"Census Tract 1580.12; Suffolk County; New York",1.714408324498,4277,1184,1530,276,1475,283,407,347,159,180,191,108,49,36,25,32,769,162,846,451,192,98,0,18,18,53,1364,1395,0,18,0,13,0,18,169,93,17,4,9.5,7.7,7.9,7.7,12.9,6.9,1.8,1.4,0.6,0.8,18,6.5,19.8,7.2,4.5,2.8,0,1.2,0.4,1.3,31.9,31.4,0,1.2,0,2.6,0,1.2,11.5,6.9,0.4,0.1,0.2308,0.7201,0.0701,0.0538,0.0516,1.1264,0.1302,0.5636,0.4824,0.0465,0,0.202,1.2945,0.0422,0.4501,0.4501,0.4501,0,0,0,0.4472,0.4313,0.8785,0.0606,3.7495,0.0291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3471,131,92,120,112,300,201,943,781,0,13,0,13,0,13,1,3,8.9,6.7,2.8,2.4,7,5.2,22,14.8,0,0.9,0,0.9,0,0.9,0,0.1
36,New York,NY,36103,Suffolk County,36103158013,"Census Tract 1580.13; Suffolk County; New York",0.959007483538,2476,378,1092,157,911,114,162,118,35,54,106,60,25,35,0,13,809,180,598,233,330,164,34,43,87,115,458,528,0,18,35,45,0,18,52,39,6,15,6.6,4.7,2.9,4.5,11.6,6.4,1.3,1.9,0,1.6,32.7,6.8,24.2,6.8,13.3,7,3.7,4.7,3.8,5,18.5,21.1,0,1.6,3.2,4.1,0,2,5.7,4.2,0.2,0.6,0.1263,0.2149,0.0519,0.0355,0,0.4286,0.0135,0.9685,0.7567,0.6311,0.42,0.5808,3.3571,0.8981,0.2944,0.2944,0.2944,0,0.8446,0,0.2837,0.3191,1.4474,0.2003,5.5275,0.1891,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2480,42,39,1,6,309,221,147,130,0,13,0,13,1,12,0,13,4.6,4.2,0,0.2,12.5,8.5,5.9,5.2,0,1.6,0,1.6,0,0.5,0,1.6
36,New York,NY,36103,Suffolk County,36103158014,"Census Tract 1580.14; Suffolk County; New York",0.344814568732,659,11,0,13,0,13,0,13,15,36,0,26,43,22,0,13,295,7,0,13,12,16,0,18,0,52,340,57,0,18,0,13,0,18,0,13,659,11,-999,-999,6.6,16,-999,-999,9.7,5.1,0,10.4,44.8,0.8,0,5.9,3.3,4.4,-999,-999,0,7.9,51.6,8.6,-999,-999,-999,-999,-999,-999,-999,-999,100,0,-999,0.6247,-999,0.4911,0,-999,-999,0.9943,0,0.0223,-999,0,-999,-999,0.6063,0.6063,0.6063,-999,-999,-999,-999,0.9925,-999,-999,-999,-999,-999,0,-999,0,0,-999,1,0,0,-999,0,-999,0,0,-999,-999,-999,-999,1,-999,-999,11607,0,13,6,15,28,27,306,70,0,13,0,13,0,13,0,13,-999,-999,0.9,2.3,4.2,4.1,46.4,10.3,0,5.9,0,5.9,0,5.9,0,5.9
36,New York,NY,36103,Suffolk County,36103158015,"Census Tract 1580.15; Suffolk County; New York",1.30417147458,8096,96,0,19,0,19,0,19,379,102,0,38,0,19,136,55,2,3,166,75,524,126,0,26,169,89,5492,504,0,26,0,19,0,26,0,19,8096,96,-999,-999,13.1,3.9,-999,-999,0,9.8,1.7,0.7,0,0.1,2.1,0.9,6.5,1.5,-999,-999,2.1,1.1,67.8,6.2,-999,-999,-999,-999,-999,-999,-999,-999,100,0,-999,0.91,-999,0,0.1876,-999,-999,0,0.013,0.1242,-999,0.4631,-999,-999,0.6955,0.6955,0.6955,-999,-999,-999,-999,0.9925,-999,-999,-999,-999,-999,1,-999,0,0,-999,0,0,0,-999,0,-999,0,0,-999,-999,-999,-999,1,-999,-999,36795,0,19,672,165,899,184,3627,405,5,10,0,19,266,84,23,23,-999,-999,8.3,2,11.1,2.3,44.8,4.9,0.1,0.1,0,0.5,3.3,1,0.3,0.3
36,New York,NY,36103,Suffolk County,36103158016,"Census Tract 1580.16; Suffolk County; New York",1.24532566876,2299,861,919,205,782,210,90,85,0,13,39,34,41,49,8,14,236,88,679,393,136,84,7,17,0,52,524,1165,20,33,0,13,0,18,0,13,16,3,4,3.5,0,3,5,4.1,2.7,3.3,0.3,0.6,10.3,5.2,29.5,7,5.9,4.2,0.9,2.2,0,2.5,22.8,49.9,2.2,3.6,0,4.3,0,2.3,0,5,0.7,0.3,0.0472,0,0.0048,0.0965,0.0295,0.178,0.0021,0.1527,0.9253,0.0936,0.1093,0,1.2809,0.0405,0.3502,0.3502,0.3502,0.3139,0,0,0,0.5602,0.8741,0.0595,2.6832,0.0034,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2871,15,23,42,62,180,132,185,143,0,13,0,13,54,51,63,84,1.9,3,1.8,2.7,7.8,6.1,8,7.2,0,1.7,0,1.7,2.3,2.3,2.7,2.9
36,New York,NY,36103,Suffolk County,36103158017,"Census Tract 1580.17; Suffolk County; New York",2.33635532577,3639,309,1592,141,1456,107,97,52,23,32,293,135,18,7,25,14,884,198,764,97,243,125,116,85,0,52,566,507,80,83,0,13,12,22,0,13,22,13,2.7,1.4,1,1.4,20.1,9.2,0.7,0.3,0.7,0.4,24.3,5.2,21,2.4,6.7,3.3,8,5.8,0,1.5,15.6,13.9,5,5.2,0,2.5,0.8,1.5,0,2.7,0.6,0.4,0.0235,0.0452,0.2739,0.0189,0.0637,0.4252,0.0131,0.8499,0.5638,0.1348,0.7387,0,2.2872,0.378,0.2585,0.2585,0.2585,0.423,0,0.2778,0,0.5252,1.226,0.1361,4.1969,0.0519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3158,14,24,18,7,367,236,72,72,0,13,0,13,47,62,62,97,1,1.6,0.5,0.2,10.1,6.6,2,2,0,1.1,0,1.1,1.3,1.7,1.7,2.6
36,New York,NY,36103,Suffolk County,36103158102,"Census Tract 1581.02; Suffolk County; New York",1.0726685764,4951,729,1752,179,1641,189,657,556,159,115,319,172,278,112,111,111,752,177,963,170,623,200,60,58,75,71,1781,877,64,40,0,13,22,35,58,37,28,19,13.4,11.2,6.1,4.4,19.4,10.2,8,3.3,2.3,2.2,15.2,3.7,19.5,3.5,12.7,4.1,3.7,3.5,1.6,1.5,36,16.9,3.7,2.3,0,2.3,1.3,2.1,3.5,2.3,0.6,0.4,0.3654,0.5773,0.2512,0.4075,0.2664,1.8678,0.3277,0.402,0.4594,0.5926,0.42,0.4126,2.2866,0.3776,0.4905,0.4905,0.4905,0.3784,0,0.3527,0.1758,0.5252,1.4321,0.1944,6.077,0.2703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1730,61,33,80,50,1148,586,325,167,25,33,0,13,203,199,0,13,3.7,2,1.6,1,23.2,9.7,6.6,3.4,0.5,0.7,0,0.8,4.1,3.9,0,0.8
36,New York,NY,36103,Suffolk County,36103158103,"Census Tract 1581.03; Suffolk County; New York",1.493170720192,4933,1131,1514,280,1450,287,447,234,299,264,268,97,289,76,398,257,517,105,1281,506,414,145,32,32,162,101,1674,1548,10,19,0,13,22,24,59,49,50,5,9.1,4.3,11.3,8.2,18.5,5.6,8.9,2.8,8.1,5.5,10.5,2.9,26,5.4,8.4,3.5,2.2,2.2,3.4,2,33.9,30.4,0.7,1.2,0,2.6,1.5,1.6,4.1,3.4,1,0.3,0.2189,0.8697,0.2203,0.4517,0.8056,2.5662,0.5316,0.1614,0.8359,0.2564,0.2469,0.5589,2.0595,0.2488,0.4707,0.4707,0.4707,0.2171,0,0.3833,0.2073,0.6323,1.44,0.1975,6.5364,0.3385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2416,50,42,514,389,860,190,133,121,17,29,0,13,119,90,31,47,3.4,3,10.4,7.5,17.4,5.7,2.7,2.5,0.3,0.6,0,0.8,2.4,1.9,0.6,1
